ID (num probes:22690)	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Gene.ID	Chromosome.location	GO.Function	GO.Process	GO.Component	GO.Function.ID	GO.Process.ID	GO.Component.ID
1427959_at	0.725609176139442	0.0459353972078151	-2.34461758741521	-3.61608643099608	-0.608728980932156	Abhd10	abhydrolase domain containing 10	213012	16	hydrolase activity///hydrolase activity, hydrolyzing O-glycosyl compounds	glucuronoside catabolic process	cytosol///mitochondrion///mitochondrion	GO:0016787///GO:0004553	GO:0019391	GO:0005829///GO:0005739///GO:0005739
1449858_at	0.732552468530428	0.0498348105024903	2.29323591509309	-3.67771329061514	1.33404517090928	Cd86	CD86 antigen	12524	16 25.72 cM	receptor binding	B cell activation///defense response to virus///immune system process///negative regulation of T cell anergy///positive regulation of T cell proliferation///positive regulation of T cell proliferation///positive regulation of activated T cell proliferation///toll-like receptor signaling pathway	cell surface///external side of plasma membrane///extracellular vesicular exosome///integral component of membrane///intracellular membrane-bounded organelle///membrane///plasma membrane	GO:0005102	GO:0042113///GO:0051607///GO:0002376///GO:0002668///GO:0042102///GO:0042102///GO:0042104///GO:0002224	GO:0009986///GO:0009897///GO:0070062///GO:0016021///GO:0043231///GO:0016020///GO:0005886
1422278_at	0.75348736682984	0.0674271859575617	-2.10214823235962	-3.90607266876184	-0.321167889244053	Drd3	dopamine receptor D3	13490	16 28.44 cM	D1 dopamine receptor binding///G-protein coupled receptor activity///dopamine binding///dopamine neurotransmitter receptor activity///dopamine neurotransmitter receptor activity, coupled via Gi/Go///dopamine neurotransmitter receptor activity, coupled via Gi/Go///drug binding///protein binding///protein domain specific binding///signal transducer activity	G-protein coupled receptor internalization///G-protein coupled receptor signaling pathway///acid secretion///adenylate cyclase-activating dopamine receptor signaling pathway///adenylate cyclase-activating dopamine receptor signaling pathway///adenylate cyclase-inhibiting dopamine receptor signaling pathway///arachidonic acid secretion///behavioral response to cocaine///behavioral response to cocaine///cellular calcium ion homeostasis///circadian regulation of gene expression///dopamine receptor signaling pathway///gastric emptying///locomotory behavior///locomotory behavior///NOT locomotory behavior///musculoskeletal movement, spinal reflex action///negative regulation of adenylate cyclase activity///negative regulation of blood pressure///negative regulation of dopamine receptor signaling pathway///negative regulation of oligodendrocyte differentiation///negative regulation of protein kinase B signaling///negative regulation of protein secretion///negative regulation of sodium:proton antiporter activity///negative regulation of transcription from RNA polymerase II promoter///positive regulation of cell proliferation///positive regulation of cytokinesis///positive regulation of dopamine receptor signaling pathway///positive regulation of mitosis///positive regulation of renal sodium excretion///positive regulation of transcription from RNA polymerase II promoter///prepulse inhibition///regulation of blood volume by renin-angiotensin///regulation of blood volume by renin-angiotensin///regulation of cAMP metabolic process///regulation of circadian sleep/wake cycle, sleep///regulation of dopamine secretion///regulation of lipid metabolic process///regulation of locomotion///regulation of locomotion involved in locomotory behavior///regulation of multicellular organism growth///response to amphetamine///response to cocaine///response to drug///response to ethanol///NOT response to ethanol///response to histamine///response to morphine///signal transduction///synaptic transmission///synaptic transmission, dopaminergic///visual learning	apical part of cell///cell projection///endocytic vesicle///integral component of membrane///integral component of plasma membrane///membrane///membrane///plasma membrane///plasma membrane	GO:0031748///GO:0004930///GO:0035240///GO:0004952///GO:0001591///GO:0001591///GO:0008144///GO:0005515///GO:0019904///GO:0004871	GO:0002031///GO:0007186///GO:0046717///GO:0007191///GO:0007191///GO:0007195///GO:0050482///GO:0048148///GO:0048148///GO:0006874///GO:0032922///GO:0007212///GO:0035483///GO:0007626///GO:0007626///NOT GO:0007626///GO:0050883///GO:0007194///GO:0045776///GO:0060160///GO:0048715///GO:0051898///GO:0050709///GO:0032416///GO:0000122///GO:0008284///GO:0032467///GO:0060161///GO:0045840///GO:0035815///GO:0045944///GO:0060134///GO:0002016///GO:0002016///GO:0030814///GO:0045187///GO:0014059///GO:0019216///GO:0040012///GO:0090325///GO:0040014///GO:0001975///GO:0042220///GO:0042493///GO:0045471///NOT GO:0045471///GO:0034776///GO:0043278///GO:0007165///GO:0007268///GO:0001963///GO:0008542	GO:0045177///GO:0042995///GO:0030139///GO:0016021///GO:0005887///GO:0016020///GO:0016020///GO:0005886///GO:0005886
1421133_at	0.753591672931966	0.0678237454768306	2.09843086414347	-3.91049247357471	0.375190619369029	Pvrl3	poliovirus receptor-related 3	58998	16	cell adhesion molecule binding///protein binding///protein homodimerization activity	cell adhesion///fertilization///homophilic cell adhesion via plasma membrane adhesion molecules///lens morphogenesis in camera-type eye///retina morphogenesis in camera-type eye///single organismal cell-cell adhesion	apical junction complex///cell junction///cell-cell adherens junction///cell-cell junction///integral component of membrane///membrane///plasma membrane///postsynaptic membrane///synapse	GO:0050839///GO:0005515///GO:0042803	GO:0007155///GO:0009566///GO:0007156///GO:0002089///GO:0060042///GO:0016337	GO:0043296///GO:0030054///GO:0005913///GO:0005911///GO:0016021///GO:0016020///GO:0005886///GO:0045211///GO:0045202
1427958_at	0.77503711795121	0.117213842635786	-1.74787491724713	-4.31925440793544	-0.447352173376171	Abhd10	abhydrolase domain containing 10	213012	16	hydrolase activity///hydrolase activity, hydrolyzing O-glycosyl compounds	glucuronoside catabolic process	cytosol///mitochondrion///mitochondrion	GO:0016787///GO:0004553	GO:0019391	GO:0005829///GO:0005739///GO:0005739
1455781_at	0.780669966291	0.122991719473517	-1.71653810260153	-4.35470559322144	-0.440979281233938	Gtpbp8	GTP-binding protein 8 (putative)	66067	16 B5	GTP binding///metal ion binding///molecular_function///nucleotide binding	barrier septum assembly///biological_process	mitochondrion	GO:0005525///GO:0046872///GO:0003674///GO:0000166	GO:0000917///GO:0008150	GO:0005739
1451385_at	0.803530276053083	0.16943310466467	-1.50467301447032	-4.58740956134068	-0.270248331311601	Fam162a	family with sequence similarity 162, member A	70186	16	molecular_function	activation of cysteine-type endopeptidase activity involved in apoptotic process///apoptotic process///cellular response to hypoxia///cellular response to hypoxia///neuron apoptotic process///neuron apoptotic process///positive regulation of apoptotic process///positive regulation of apoptotic process///positive regulation of release of cytochrome c from mitochondria///positive regulation of release of cytochrome c from mitochondria///transformed cell apoptotic process	cytoplasm///extracellular vesicular exosome///integral component of membrane///membrane///mitochondrion///mitochondrion///nucleus	GO:0003674	GO:0006919///GO:0006915///GO:0071456///GO:0071456///GO:0051402///GO:0051402///GO:0043065///GO:0043065///GO:0090200///GO:0090200///GO:0006927	GO:0005737///GO:0070062///GO:0016021///GO:0016020///GO:0005739///GO:0005739///GO:0005634
1420329_at	0.807305313442156	0.175374484848988	1.481477096072	-4.61203064666166	0.257570005435824	Timmdc1	translocase of inner mitochondrial membrane domain containing 1	76916	16	molecular_function	biological_process	integral component of membrane///membrane///mitochondrion///mitochondrion///nucleus	GO:0003674	GO:0008150	GO:0016021///GO:0016020///GO:0005739///GO:0005739///GO:0005634
1418368_at	0.807305313442156	0.175448753214204	1.48119158015127	-4.61233251991214	0.479130998338731	Retnlb	resistin like beta	57263	16 30.75 cM	hormone activity		extracellular region	GO:0005179		GO:0005576
1416221_at	0.813477684833808	0.192020260625213	1.42000008116781	-4.67633747012298	0.410528617856407	Fstl1	follistatin-like 1	14314	16 26.48 cM	calcium ion binding///heparin binding///protein binding	response to starvation	extracellular region///extracellular space///extracellular vesicular exosome	GO:0005509///GO:0008201///GO:0005515	GO:0042594	GO:0005576///GO:0005615///GO:0070062
1451577_at	0.81580812877293	0.19883666176337	1.39616479583284	-4.70088072809589	0.53030992184238	Zbtb20	zinc finger and BTB domain containing 20	56490	16 28.44 cM	DNA binding///RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription///metal ion binding///nucleic acid binding	negative regulation of transcription from RNA polymerase II promoter///negative regulation of transcription from RNA polymerase II promoter///regulation of transcription, DNA-templated///transcription from RNA polymerase II promoter///transcription, DNA-templated	nucleus///nucleus	GO:0003677///GO:0001078///GO:0046872///GO:0003676	GO:0000122///GO:0000122///GO:0006355///GO:0006366///GO:0006351	GO:0005634///GO:0005634
1451950_a_at	0.823463011558197	0.216516859818321	1.33748489416734	-4.7603158088376	0.315001468501297	Cd80	CD80 antigen	12519	16 26.86 cM	protein binding	T cell costimulation///positive regulation of T cell proliferation///positive regulation of T cell proliferation///positive regulation of alpha-beta T cell proliferation///positive regulation of peptidyl-tyrosine phosphorylation	cell surface///external side of plasma membrane///integral component of membrane///membrane	GO:0005515	GO:0031295///GO:0042102///GO:0042102///GO:0046641///GO:0050731	GO:0009986///GO:0009897///GO:0016021///GO:0016020
1427532_at	0.828776566326112	0.235561054142306	-1.27869236329763	-4.81836946005858	-0.976149502093676	Trat1	T cell receptor associated transmembrane adaptor 1	77647	16	molecular_function	immune system process///negative regulation of receptor recycling///negative regulation of transport///positive regulation of T cell receptor signaling pathway///positive regulation of calcium-mediated signaling	T cell receptor complex///integral component of membrane///membrane///plasma membrane	GO:0003674	GO:0002376///GO:0001920///GO:0051051///GO:0050862///GO:0050850	GO:0042101///GO:0016021///GO:0016020///GO:0005886
1419971_s_at	0.828776566326112	0.243888445902659	-1.25423673033323	-4.84205106121301	-0.385489539879147	Slc35a5	solute carrier family 35, member A5	74102	16 29.44 cM	molecular_function///nucleotide-sugar transmembrane transporter activity///sugar:proton symporter activity	biological_process///carbohydrate transport///nucleotide-sugar transport///transport	Golgi membrane///integral component of membrane///membrane	GO:0003674///GO:0005338///GO:0005351	GO:0008150///GO:0008643///GO:0015780///GO:0006810	GO:0000139///GO:0016021///GO:0016020
1417806_at	0.832595756805952	0.252729480054185	-1.2290233280415	-4.86616715338133	-0.495759559577666	Popdc2	popeye domain containing 2	64082	16	cAMP binding	regulation of heart rate///regulation of membrane potential///sinoatrial node cell development	integral component of membrane///membrane	GO:0030552	GO:0002027///GO:0042391///GO:0060931	GO:0016021///GO:0016020
1448673_at	0.832595756805952	0.253230685499757	-1.22761600163478	-4.86750410531419	-0.24603870575379	Pvrl3	poliovirus receptor-related 3	58998	16	cell adhesion molecule binding///protein binding///protein homodimerization activity	cell adhesion///fertilization///homophilic cell adhesion via plasma membrane adhesion molecules///lens morphogenesis in camera-type eye///retina morphogenesis in camera-type eye///single organismal cell-cell adhesion	apical junction complex///cell junction///cell-cell adherens junction///cell-cell junction///integral component of membrane///membrane///plasma membrane///postsynaptic membrane///synapse	GO:0050839///GO:0005515///GO:0042803	GO:0007155///GO:0009566///GO:0007156///GO:0002089///GO:0060042///GO:0016337	GO:0043296///GO:0030054///GO:0005913///GO:0005911///GO:0016021///GO:0016020///GO:0005886///GO:0045211///GO:0045202
1460183_at	0.832595756805952	0.253959118669635	1.22557474784254	-4.869441551526	0.279527156868627	Adprh	ADP-ribosylarginine hydrolase	11544	16 B4	ADP-ribosylarginine hydrolase activity///ADP-ribosylarginine hydrolase activity///hydrolase activity///magnesium ion binding	cellular protein modification process///cellular protein modification process///protein de-ADP-ribosylation		GO:0003875///GO:0003875///GO:0016787///GO:0000287	GO:0006464///GO:0006464///GO:0051725	
1422120_at	0.833051259657967	0.255458191545244	1.22138914527476	-4.87340786146926	0.250564733546096	Eaf2	ELL associated factor 2	106389	16	RNA polymerase II regulatory region sequence-specific DNA binding///RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription///protein binding	intrinsic apoptotic signaling pathway///negative regulation of cell growth///negative regulation of epithelial cell proliferation involved in prostate gland development///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription, DNA-templated///regulation of transcription, DNA-templated///transcription from RNA polymerase II promoter///transcription, DNA-templated	ELL-EAF complex///nucleoplasm///nucleus///transcription elongation factor complex	GO:0000977///GO:0001228///GO:0005515	GO:0097193///GO:0030308///GO:0060770///GO:0045944///GO:0045893///GO:0006355///GO:0006366///GO:0006351	GO:0032783///GO:0005654///GO:0005634///GO:0008023
1419418_a_at	0.834253295828618	0.257774938170871	1.21496019004342	-4.87948306438909	1.24255853665479	Morc1	microrchidia 1	17450	16 30.75 cM	metal ion binding///molecular_function///zinc ion binding	cell differentiation///multicellular organismal development///spermatogenesis	nucleus	GO:0046872///GO:0003674///GO:0008270	GO:0030154///GO:0007275///GO:0007283	GO:0005634
1438443_at	0.836776897636558	0.264142400538297	-1.19753221828829	-4.89584788398575	-0.588553515545594	Zbtb20	zinc finger and BTB domain containing 20	56490	16 28.44 cM	DNA binding///RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription///metal ion binding///nucleic acid binding	negative regulation of transcription from RNA polymerase II promoter///negative regulation of transcription from RNA polymerase II promoter///regulation of transcription, DNA-templated///transcription from RNA polymerase II promoter///transcription, DNA-templated	nucleus///nucleus	GO:0003677///GO:0001078///GO:0046872///GO:0003676	GO:0000122///GO:0000122///GO:0006355///GO:0006366///GO:0006351	GO:0005634///GO:0005634
1432826_a_at	0.840878539119438	0.275272078774424	1.16787840478513	-4.92333613862667	0.825366236615025	Cd80	CD80 antigen	12519	16 26.86 cM	protein binding	T cell costimulation///positive regulation of T cell proliferation///positive regulation of T cell proliferation///positive regulation of alpha-beta T cell proliferation///positive regulation of peptidyl-tyrosine phosphorylation	cell surface///external side of plasma membrane///integral component of membrane///membrane	GO:0005515	GO:0031295///GO:0042102///GO:0042102///GO:0046641///GO:0050731	GO:0009986///GO:0009897///GO:0016021///GO:0016020
1448993_at	0.843486299421701	0.298101217940177	-1.1099638012913	-4.97567777428287	-0.248098436411585	Atg3	autophagy related 3	67841	16 B5	Atg12 ligase activity///Atg8 ligase activity///UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity///coenzyme F420-0 gamma-glutamyl ligase activity///coenzyme F420-2 alpha-glutamyl ligase activity///enzyme binding///ligase activity///protein binding///protein-glutamic acid ligase activity///protein-glycine ligase activity///protein-glycine ligase activity, elongating///protein-glycine ligase activity, initiating///ribosomal S6-glutamic acid ligase activity///small conjugating protein ligase activity///tubulin-glutamic acid ligase activity///tubulin-glycine ligase activity	autophagic vacuole assembly///autophagy///cellular protein modification process///mitochondrial fragmentation involved in apoptotic process///mitochondrion degradation///nucleophagy///protein transport///protein ubiquitination///regulation of cilium assembly///transport	cytoplasm///cytoplasmic ubiquitin ligase complex///cytoplasmic ubiquitin ligase complex///cytosol///cytosol	GO:0019777///GO:0019776///GO:0008766///GO:0043773///GO:0043774///GO:0019899///GO:0016874///GO:0005515///GO:0070739///GO:0070735///GO:0070737///GO:0070736///GO:0018169///GO:0019787///GO:0070740///GO:0070738	GO:0000045///GO:0006914///GO:0006464///GO:0043653///GO:0000422///GO:0044804///GO:0015031///GO:0016567///GO:1902017///GO:0006810	GO:0005737///GO:0000153///GO:0000153///GO:0005829///GO:0005829
1449881_a_at	0.846027175567866	0.305669269674096	1.09154578508994	-4.99193752026464	0.170094888486689	Casr	calcium-sensing receptor	12374	16 25.57 cM	G-protein coupled receptor activity///calcium ion binding///drug binding///integrin binding///ion channel binding///magnesium ion binding///polyamine binding///protein kinase binding///signal transducer activity	G-protein coupled receptor signaling pathway///JNK cascade///adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway///branching morphogenesis of an epithelial tube///calcium ion import///calcium ion transport///cellular calcium ion homeostasis///ossification///phospholipase C-activating G-protein coupled receptor signaling pathway///positive regulation of ATPase activity///positive regulation of ATPase activity///positive regulation of calcium ion import///positive regulation of cell proliferation///positive regulation of gene expression///positive regulation of insulin secretion///positive regulation of positive chemotaxis///positive regulation of vasoconstriction///regulation of calcium ion transport///signal transduction///vasodilation	apical plasma membrane///axon///axon terminus///basolateral plasma membrane///cell surface///cytoplasm///integral component of membrane///membrane///neuron projection///neuronal cell body///nucleus///plasma membrane	GO:0004930///GO:0005509///GO:0008144///GO:0005178///GO:0044325///GO:0000287///GO:0019808///GO:0019901///GO:0004871	GO:0007186///GO:0007254///GO:0007193///GO:0048754///GO:0070509///GO:0006816///GO:0006874///GO:0001503///GO:0007200///GO:0032781///GO:0032781///GO:0090280///GO:0008284///GO:0010628///GO:0032024///GO:0050927///GO:0045907///GO:0051924///GO:0007165///GO:0042311	GO:0016324///GO:0030424///GO:0043679///GO:0016323///GO:0009986///GO:0005737///GO:0016021///GO:0016020///GO:0043005///GO:0043025///GO:0005634///GO:0005886
1425934_a_at	0.848469272400031	0.308980804044412	-1.0835996457028	-4.99889340335808	-0.634861800556553	B4galt4	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4	56375	16 B4	1,2-dihydroxy-phenanthrene glycosyltransferase activity///1-phenanthrol glycosyltransferase activity///9-phenanthrol UDP-glucuronosyltransferase activity///9-phenanthrol glycosyltransferase activity///N-acetyllactosamine synthase activity///O antigen polymerase activity///UDP-glucose:glycoprotein glucosyltransferase activity///acetylgalactosaminyltransferase activity///acetylglucosaminyltransferase activity///alpha-(1->3)-fucosyltransferase activity///alpha-(1->6)-fucosyltransferase activity///alpha-1,2-galactosyltransferase activity///alpha-1,2-mannosyltransferase activity///alpha-1,3-galactosyltransferase activity///alpha-1,3-mannosyltransferase activity///alpha-1,6-mannosyltransferase activity///benzoic acid glucosyltransferase activity///beta-1,4-mannosyltransferase activity///cellulose synthase activity///chondroitin hydrolase activity///cytokinin 9-beta-glucosyltransferase activity///dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity///dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity///dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity///dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity///dolichyl-pyrophosphate Man7GlcNAc2 alpha-1,6-mannosyltransferase activity///fucosyltransferase activity///galactosyltransferase activity///glucosyltransferase activity///glycolipid mannosyltransferase activity///indole-3-butyrate beta-glucosyltransferase activity///inositol phosphoceramide synthase activity///lipopolysaccharide-1,5-galactosyltransferase activity///lipopolysaccharide-1,6-galactosyltransferase activity///mannosyltransferase activity///metal ion binding///molecular_function///oligosaccharyl transferase activity///phenanthrol glycosyltransferase activity///salicylic acid glucosyltransferase (ester-forming) activity///salicylic acid glucosyltransferase (glucoside-forming) activity///transferase activity///transferase activity, transferring glycosyl groups	biological_process///carbohydrate metabolic process	Golgi apparatus///cellular_component///integral component of membrane///membrane	GO:0018718///GO:0018716///GO:0018715///GO:0018717///GO:0003945///GO:0008755///GO:0003980///GO:0008376///GO:0008375///GO:0046920///GO:0046921///GO:0031278///GO:0000026///GO:0001962///GO:0000033///GO:0000009///GO:0052641///GO:0019187///GO:0016759///GO:0052757///GO:0080062///GO:0042283///GO:0033556///GO:0042281///GO:0004583///GO:0052824///GO:0008417///GO:0008378///GO:0046527///GO:0004376///GO:0052638///GO:0045140///GO:0035496///GO:0008921///GO:0000030///GO:0046872///GO:0003674///GO:0004576///GO:0019112///GO:0052639///GO:0052640///GO:0016740///GO:0016757	GO:0008150///GO:0005975	GO:0005794///GO:0005575///GO:0016021///GO:0016020
1419548_at	0.849978820811252	0.318618195481938	1.06084808548447	-5.018609491097	0.415282795086453	Kpna1	karyopherin (importin) alpha 1	16646	16	protein binding///protein transporter activity	positive regulation of protein import into nucleus///protein import into nucleus///protein transport///transport	cytoplasm///dendrite///nucleus	GO:0005515///GO:0008565	GO:0042307///GO:0006606///GO:0015031///GO:0006810	GO:0005737///GO:0030425///GO:0005634
1423457_at	0.85028785922258	0.321803986055394	-1.05344523189967	-5.02495993209255	-0.345874299692307	Slc35a5	solute carrier family 35, member A5	74102	16 29.44 cM	molecular_function///nucleotide-sugar transmembrane transporter activity///sugar:proton symporter activity	biological_process///carbohydrate transport///nucleotide-sugar transport///transport	Golgi membrane///integral component of membrane///membrane	GO:0003674///GO:0005338///GO:0005351	GO:0008150///GO:0008643///GO:0015780///GO:0006810	GO:0000139///GO:0016021///GO:0016020
1423458_at	0.85028785922258	0.322235649547686	-1.05244655294124	-5.0258141790061	-0.19930083764201	Slc35a5	solute carrier family 35, member A5	74102	16 29.44 cM	molecular_function///nucleotide-sugar transmembrane transporter activity///sugar:proton symporter activity	biological_process///carbohydrate transport///nucleotide-sugar transport///transport	Golgi membrane///integral component of membrane///membrane	GO:0003674///GO:0005338///GO:0005351	GO:0008150///GO:0008643///GO:0015780///GO:0006810	GO:0000139///GO:0016021///GO:0016020
1451439_at	0.856099621800756	0.339441854812159	1.01345365864489	-5.05870458134613	0.344993031422636	BC027231	cDNA sequence BC027231	212547	16	molecular_function	negative regulation of neuron differentiation///positive regulation of Notch signaling pathway	nucleus	GO:0003674	GO:0045665///GO:0045747	GO:0005634
1449699_s_at	0.856099621800756	0.339448264432362	1.01343941840621	-5.05871642595854	0.336185188496029	C330027C09Rik	RIKEN cDNA C330027C09 gene	224171	16		positive regulation of neural precursor cell proliferation///spermatogenesis	cytoplasm///integral component of membrane///membrane///plasma membrane		GO:2000179///GO:0007283	GO:0005737///GO:0016021///GO:0016020///GO:0005886
1429654_at	0.856099621800756	0.347881222759394	-0.994878383887499	-5.0740495299773	-0.834814005701476	Dppa2	developmental pluripotency associated 2	73703	16	chromatin binding	lung-associated mesenchyme development///lung-associated mesenchyme development///positive regulation of stem cell proliferation///regulation of histone methylation///regulation of transcription, DNA-templated///stem cell maintenance///transcription, DNA-templated	nucleus	GO:0003682	GO:0060484///GO:0060484///GO:2000648///GO:0031060///GO:0006355///GO:0019827///GO:0006351	GO:0005634
